"imageid	label"	label
"45748	Topwear"	Topwear
"17334	Eyewear"	Eyewear
"58328	Others"	Others
"58133	Jewellery"	Jewellery
"30573	Eyewear"	Eyewear
"30468	Innerwear"	Innerwear
"24163	Topwear"	Topwear
"57290	Topwear"	Topwear
"44618	Others"	Others
"27445	Topwear"	Topwear
"50175	Shoes"	Shoes
"53133	Shoes"	Shoes
"39514	Bags"	Bags
"48495	Bottomwear"	Bottomwear
"45388	Shoes"	Shoes
"49126	Others"	Others
"43757	Jewellery"	Jewellery
"44993	Watches"	Watches
"37708	Shoes"	Shoes
"54178	Bags"	Bags
"58512	Topwear"	Topwear
"40654	Topwear"	Topwear
"22807	Topwear"	Topwear
"26260	Bottomwear"	Bottomwear
"8792	Topwear"	Topwear
"11324	Bottomwear"	Bottomwear
"26739	Fragrance"	Fragrance
"27764	Wallets"	Wallets
"20624	Wallets"	Wallets
"21287	Eyewear"	Eyewear
"21997	Bags"	Bags
"19315	Bags"	Bags
"57441	Topwear"	Topwear
"54123	Shoes"	Shoes
"8500	Others"	Others
"28827	Innerwear"	Innerwear
"45421	Shoes"	Shoes
"35384	Shoes"	Shoes
"43710	Jewellery"	Jewellery
"6939	Topwear"	Topwear
"40569	Topwear"	Topwear
"58270	Bags"	Bags
"59531	Jewellery"	Jewellery
"11506	Shoes"	Shoes
"7502	Bottomwear"	Bottomwear
"18917	Topwear"	Topwear
"5184	Topwear"	Topwear
"14939	Bottomwear"	Bottomwear
"12930	Topwear"	Topwear
"11319	Bottomwear"	Bottomwear
"2009	Topwear"	Topwear
"10409	Topwear"	Topwear
"20072	Others"	Others
"52166	Jewellery"	Jewellery
"47281	Topwear"	Topwear
"10631	Shoes"	Shoes
"9262	Topwear"	Topwear
"10828	Topwear"	Topwear
"57508	Sandal"	Sandal
"13476	Shoes"	Shoes
"58005	Topwear"	Topwear
"19144	Others"	Others
"5826	Topwear"	Topwear
"11609	Topwear"	Topwear
"27482	Innerwear"	Innerwear
"54069	Others"	Others
"18472	Fragrance"	Fragrance
"53135	Shoes"	Shoes
"55888	Others"	Others
"8345	Shoes"	Shoes
"37247	Shoes"	Shoes
"37712	Topwear"	Topwear
"27854	Topwear"	Topwear
"13996	Topwear"	Topwear
"48946	Jewellery"	Jewellery
"31020	Topwear"	Topwear
"51324	Bags"	Bags
"21444	Topwear"	Topwear
"20948	Others"	Others
"50963	Bottomwear"	Bottomwear
"55510	Others"	Others
"12873	Shoes"	Shoes
"44002	Fragrance"	Fragrance
"47226	Shoes"	Shoes
"7869	Shoes"	Shoes
"23578	Fragrance"	Fragrance
"46470	Watches"	Watches
"37159	Topwear"	Topwear
"6257	Topwear"	Topwear
"29726	Bags"	Bags
"37058	Others"	Others
"44755	Shoes"	Shoes
"47178	Sandal"	Sandal
"54880	Jewellery"	Jewellery
"14778	Topwear"	Topwear
"39667	Shoes"	Shoes
"5946	Topwear"	Topwear
"35079	Others"	Others
"8888	Topwear"	Topwear
"14702	Topwear"	Topwear
"20445	Shoes"	Shoes
"50420	Shoes"	Shoes
"22759	Topwear"	Topwear
"17822	Shoes"	Shoes
"38595	Topwear"	Topwear
"35798	Shoes"	Shoes
"11735	Topwear"	Topwear
"30591	Others"	Others
"19180	Topwear"	Topwear
"11773	Topwear"	Topwear
"27719	Bags"	Bags
"18217	Others"	Others
"46099	Shoes"	Shoes
"37076	Bags"	Bags
"34652	Shoes"	Shoes
"40418	Topwear"	Topwear
"46553	Watches"	Watches
"14912	Topwear"	Topwear
"13248	Bottomwear"	Bottomwear
"27038	Bags"	Bags
"8913	Shoes"	Shoes
"57671	Others"	Others
"40680	Topwear"	Topwear
"33253	Topwear"	Topwear
"35801	Shoes"	Shoes
"57757	Others"	Others
"32391	Topwear"	Topwear
"10301	Shoes"	Shoes
"5210	Topwear"	Topwear
"18353	Others"	Others
"57017	Innerwear"	Innerwear
"4731	Others"	Others
"23109	Others"	Others
"17301	Others"	Others
"46046	Jewellery"	Jewellery
"21754	Others"	Others
"11973	Shoes"	Shoes
"35439	Topwear"	Topwear
"22345	Topwear"	Topwear
"53654	Bags"	Bags
"38838	Others"	Others
"58281	Bags"	Bags
"44473	Shoes"	Shoes
"9923	Bags"	Bags
"7311	Topwear"	Topwear
"40237	Others"	Others
"18961	Topwear"	Topwear
"40006	Eyewear"	Eyewear
"3969	Topwear"	Topwear
"34439	Topwear"	Topwear
"38765	Topwear"	Topwear
"11946	Sandal"	Sandal
"26160	Bottomwear"	Bottomwear
"25953	Others"	Others
"21999	Bags"	Bags
"34070	Shoes"	Shoes
"52467	Innerwear"	Innerwear
"23956	Topwear"	Topwear
"13012	Shoes"	Shoes
"21528	Bags"	Bags
"3720	Others"	Others
"50638	Innerwear"	Innerwear
"5383	Shoes"	Shoes
"35135	Jewellery"	Jewellery
"33024	Topwear"	Topwear
"43668	Topwear"	Topwear
"26135	Bottomwear"	Bottomwear
"27347	Topwear"	Topwear
"17794	Others"	Others
"10837	Topwear"	Topwear
"53861	Topwear"	Topwear
"17986	Bags"	Bags
"13853	Topwear"	Topwear
"49506	Shoes"	Shoes
"46680	Fragrance"	Fragrance
"16777	Watches"	Watches
"30905	Bottomwear"	Bottomwear
"3926	Topwear"	Topwear
"34262	Topwear"	Topwear
"28185	Eyewear"	Eyewear
"12259	Topwear"	Topwear
"46052	Jewellery"	Jewellery
"19390	Topwear"	Topwear
"20144	Topwear"	Topwear
"4063	Topwear"	Topwear
"15677	Bottomwear"	Bottomwear
"17304	Others"	Others
"23672	Others"	Others
"14001	Topwear"	Topwear
"48485	Others"	Others
"58178	Bags"	Bags
"35476	Shoes"	Shoes
"31827	Watches"	Watches
"30837	Topwear"	Topwear
"47360	Bags"	Bags
"58566	Topwear"	Topwear
"45888	Watches"	Watches
"10387	Watches"	Watches
"3162	Shoes"	Shoes
"35707	Shoes"	Shoes
"2238	Others"	Others
"19428	Topwear"	Topwear
"2510	Shoes"	Shoes
"23526	Fragrance"	Fragrance
"46325	Shoes"	Shoes
"14087	Topwear"	Topwear
"9113	Shoes"	Shoes
"31245	Topwear"	Topwear
"13194	Shoes"	Shoes
"18797	Bags"	Bags
"52057	Topwear"	Topwear
"12932	Topwear"	Topwear
"12711	Shoes"	Shoes
"54904	Topwear"	Topwear
"32505	Topwear"	Topwear
"44421	Shoes"	Shoes
"13129	Sandal"	Sandal
"25335	Watches"	Watches
"34830	Shoes"	Shoes
"50549	Innerwear"	Innerwear
"36086	Others"	Others
"26096	Topwear"	Topwear
"42628	Jewellery"	Jewellery
"51595	Bottomwear"	Bottomwear
"12582	Topwear"	Topwear
"24368	Topwear"	Topwear
"14661	Topwear"	Topwear
"5780	Topwear"	Topwear
"33370	Bags"	Bags
"22310	Shoes"	Shoes
"48121	Others"	Others
"56907	Shoes"	Shoes
"50734	Sandal"	Sandal
"12177	Topwear"	Topwear
"4028	Shoes"	Shoes
"19723	Topwear"	Topwear
"48469	Others"	Others
"12220	Bottomwear"	Bottomwear
"9022	Others"	Others
"5984	Topwear"	Topwear
"4099	Topwear"	Topwear
"4429	Topwear"	Topwear
"53015	Others"	Others
"5853	Bags"	Bags
"15483	Topwear"	Topwear
"14482	Shoes"	Shoes
"3385	Bags"	Bags
"13895	Topwear"	Topwear
"44788	Innerwear"	Innerwear
"38198	Eyewear"	Eyewear
"53826	Topwear"	Topwear
"5391	Shoes"	Shoes
"59877	Bottomwear"	Bottomwear
"48194	Eyewear"	Eyewear
"27513	Innerwear"	Innerwear
"24951	Topwear"	Topwear
"18539	Shoes"	Shoes
"26785	Fragrance"	Fragrance
"18758	Others"	Others
"19097	Topwear"	Topwear
"26345	Watches"	Watches
"42005	Wallets"	Wallets
"50656	Others"	Others
"27940	Bottomwear"	Bottomwear
"57444	Topwear"	Topwear
"54496	Bags"	Bags
"30064	Watches"	Watches
"18893	Topwear"	Topwear
"5362	Shoes"	Shoes
"46747	Bottomwear"	Bottomwear
"56240	Others"	Others
"53800	Topwear"	Topwear
"6833	Shoes"	Shoes
"38945	Topwear"	Topwear
"18912	Topwear"	Topwear
"12433	Others"	Others
"7151	Topwear"	Topwear
"29907	Watches"	Watches
"10568	Topwear"	Topwear
"18480	Shoes"	Shoes
"7685	Topwear"	Topwear
"26826	Bottomwear"	Bottomwear
"42928	Wallets"	Wallets
"16087	Eyewear"	Eyewear
"7826	Shoes"	Shoes
"34205	Bottomwear"	Bottomwear
"38375	Others"	Others
"57804	Makeup"	Makeup
"8707	Eyewear"	Eyewear
"40400	Topwear"	Topwear
"43308	Topwear"	Topwear
"47676	Others"	Others
"57529	Shoes"	Shoes
"32426	Bottomwear"	Bottomwear
"15982	Topwear"	Topwear
"45578	Sandal"	Sandal
"53531	Innerwear"	Innerwear
"57692	Others"	Others
"31027	Topwear"	Topwear
"23727	Eyewear"	Eyewear
"21117	Topwear"	Topwear
"32295	Watches"	Watches
"2366	Bags"	Bags
"53893	Bags"	Bags
"29551	Topwear"	Topwear
"47358	Wallets"	Wallets
"16644	Topwear"	Topwear
"47660	Topwear"	Topwear
"35566	Shoes"	Shoes
"32435	Topwear"	Topwear
"57093	Bottomwear"	Bottomwear
"59376	Topwear"	Topwear
"1808	Others"	Others
"14732	Topwear"	Topwear
"12665	Topwear"	Topwear
"42064	Bags"	Bags
"11356	Topwear"	Topwear
"18058	Wallets"	Wallets
"47190	Shoes"	Shoes
"7603	Shoes"	Shoes
"38148	Bags"	Bags
"9681	Topwear"	Topwear
"26489	Topwear"	Topwear
"39898	Sandal"	Sandal
"14296	Topwear"	Topwear
"25259	Bags"	Bags
"48736	Jewellery"	Jewellery
"6579	Bottomwear"	Bottomwear
"33349	Shoes"	Shoes
"11571	Topwear"	Topwear
"32514	Others"	Others
"50905	Others"	Others
"51409	Topwear"	Topwear
"58815	Shoes"	Shoes
"42838	Bags"	Bags
"25155	Bags"	Bags
"36345	Others"	Others
"59023	Shoes"	Shoes
"56352	Fragrance"	Fragrance
"14752	Topwear"	Topwear
"28739	Topwear"	Topwear
"5365	Shoes"	Shoes
"51422	Topwear"	Topwear
"14733	Topwear"	Topwear
"20382	Topwear"	Topwear
"30210	Topwear"	Topwear
"44751	Shoes"	Shoes
"28587	Wallets"	Wallets
"38014	Watches"	Watches
"32356	Watches"	Watches
"41889	Bottomwear"	Bottomwear
"5479	Shoes"	Shoes
"28163	Eyewear"	Eyewear
"30298	Topwear"	Topwear
"3273	Topwear"	Topwear
"29254	Shoes"	Shoes
"22059	Topwear"	Topwear
"50643	Innerwear"	Innerwear
"20141	Topwear"	Topwear
"43517	Topwear"	Topwear
"33083	Topwear"	Topwear
"30260	Shoes"	Shoes
"57186	Topwear"	Topwear
"5774	Topwear"	Topwear
"47577	Shoes"	Shoes
"18327	Topwear"	Topwear
"28693	Topwear"	Topwear
"48660	Jewellery"	Jewellery
"12084	Topwear"	Topwear
"35458	Topwear"	Topwear
"9545	Topwear"	Topwear
"36736	Topwear"	Topwear
"20850	Bags"	Bags
"23119	Topwear"	Topwear
"16748	Bags"	Bags
"16111	Sandal"	Sandal
"39542	Innerwear"	Innerwear
"35331	Jewellery"	Jewellery
"24589	Topwear"	Topwear
"10074	Topwear"	Topwear
"37088	Bags"	Bags
"9181	Topwear"	Topwear
"50375	Shoes"	Shoes
"30557	Eyewear"	Eyewear
"24593	Topwear"	Topwear
"27594	Topwear"	Topwear
"31624	Topwear"	Topwear
"53466	Innerwear"	Innerwear
"33271	Bottomwear"	Bottomwear
"7732	Others"	Others
"39870	Shoes"	Shoes
"7144	Topwear"	Topwear
"23725	Eyewear"	Eyewear
"46351	Topwear"	Topwear
"26871	Topwear"	Topwear
"32843	Shoes"	Shoes
"17169	Topwear"	Topwear
"26408	Topwear"	Topwear
"31267	Topwear"	Topwear
"40023	Topwear"	Topwear
"10866	Topwear"	Topwear
"12047	Topwear"	Topwear
"7701	Topwear"	Topwear
"30601	Topwear"	Topwear
"19581	Topwear"	Topwear
"4779	Topwear"	Topwear
"56590	Others"	Others
"20393	Bags"	Bags
"35881	Topwear"	Topwear
"35010	Others"	Others
"3954	Topwear"	Topwear
"21283	Eyewear"	Eyewear
"27645	Topwear"	Topwear
"42695	Shoes"	Shoes
"44420	Shoes"	Shoes
"28556	Topwear"	Topwear
"11503	Shoes"	Shoes
"5111	Topwear"	Topwear
"8239	Bags"	Bags
"57678	Others"	Others
"3702	Topwear"	Topwear
"57627	Others"	Others
"6666	Others"	Others
"59112	Topwear"	Topwear
"4531	Shoes"	Shoes
"57550	Others"	Others
"37542	Others"	Others
"17279	Topwear"	Topwear
"6168	Topwear"	Topwear
"8515	Bags"	Bags
"15666	Bags"	Bags
"38288	Topwear"	Topwear
"46133	Jewellery"	Jewellery
"4241	Topwear"	Topwear
"33289	Topwear"	Topwear
"49138	Makeup"	Makeup
"48608	Jewellery"	Jewellery
"56447	Others"	Others
"49981	Innerwear"	Innerwear
"14056	Topwear"	Topwear
"8249	Shoes"	Shoes
"35915	Bags"	Bags
"3860	Topwear"	Topwear
"15651	Bags"	Bags
"21279	Eyewear"	Eyewear
"21311	Eyewear"	Eyewear
"9675	Topwear"	Topwear
"27399	Innerwear"	Innerwear
"56602	Makeup"	Makeup
"32857	Shoes"	Shoes
"10407	Topwear"	Topwear
"19240	Bottomwear"	Bottomwear
"38757	Bags"	Bags
"10010	Topwear"	Topwear
"16938	Eyewear"	Eyewear
"33829	Shoes"	Shoes
"43168	Watches"	Watches
"16275	Topwear"	Topwear
"9061	Topwear"	Topwear
"5556	Topwear"	Topwear
"12590	Topwear"	Topwear
"10995	Topwear"	Topwear
"41904	Fragrance"	Fragrance
"30328	Topwear"	Topwear
"19074	Topwear"	Topwear
"57943	Shoes"	Shoes
"12442	Wallets"	Wallets
"10509	Topwear"	Topwear
"41872	Sandal"	Sandal
"32007	Others"	Others
"7141	Topwear"	Topwear
"51942	Bags"	Bags
"39943	Shoes"	Shoes
"7542	Bottomwear"	Bottomwear
"55835	Others"	Others
"24021	Topwear"	Topwear
"34968	Others"	Others
"17926	Bottomwear"	Bottomwear
"45984	Others"	Others
"41268	Wallets"	Wallets
"9245	Topwear"	Topwear
"35523	Sandal"	Sandal
"53879	Others"	Others
"24773	Bottomwear"	Bottomwear
"5565	Topwear"	Topwear
"33447	Wallets"	Wallets
"54711	Topwear"	Topwear
"29754	Watches"	Watches
"59772	Jewellery"	Jewellery
"18023	Others"	Others
"22884	Sandal"	Sandal
"18474	Shoes"	Shoes
"44982	Watches"	Watches
"26498	Topwear"	Topwear
"12358	Topwear"	Topwear
"49845	Watches"	Watches
"38190	Eyewear"	Eyewear
"21897	Topwear"	Topwear
"45732	Topwear"	Topwear
"33068	Bottomwear"	Bottomwear
"36957	Shoes"	Shoes
"46008	Others"	Others
"19848	Topwear"	Topwear
"17331	Eyewear"	Eyewear
"38506	Bottomwear"	Bottomwear
"9434	Others"	Others
"12471	Topwear"	Topwear
"32621	Bottomwear"	Bottomwear
"4106	Sandal"	Sandal
"12617	Shoes"	Shoes
"12038	Topwear"	Topwear
"35445	Topwear"	Topwear
"24270	Topwear"	Topwear
"3535	Topwear"	Topwear
"33244	Topwear"	Topwear
"47650	Others"	Others
"18525	Watches"	Watches
"8072	Shoes"	Shoes
"49152	Others"	Others
"17230	Eyewear"	Eyewear
"34763	Bags"	Bags
"30339	Topwear"	Topwear
"4238	Topwear"	Topwear
"10348	Topwear"	Topwear
"37600	Topwear"	Topwear
"46318	Watches"	Watches
"7933	Topwear"	Topwear
"32595	Topwear"	Topwear
"31820	Watches"	Watches
"6827	Sandal"	Sandal
"52306	Jewellery"	Jewellery
"58958	Fragrance"	Fragrance
"32173	Others"	Others
"34572	Others"	Others
"3730	Topwear"	Topwear
"12534	Topwear"	Topwear
"5289	Shoes"	Shoes
"6644	Shoes"	Shoes
"28222	Fragrance"	Fragrance
"59131	Topwear"	Topwear
"34004	Topwear"	Topwear
"50341	Topwear"	Topwear
"10678	Topwear"	Topwear
"49619	Shoes"	Shoes
"14332	Shoes"	Shoes
"15297	Bags"	Bags
"3057	Topwear"	Topwear
"14559	Shoes"	Shoes
"33204	Topwear"	Topwear
"45226	Watches"	Watches
"56321	Watches"	Watches
"41800	Topwear"	Topwear
"36519	Others"	Others
"46795	Shoes"	Shoes
"45123	Watches"	Watches
"50028	Others"	Others
"49817	Others"	Others
"49798	Others"	Others
"6568	Topwear"	Topwear
"53565	Watches"	Watches
"24015	Topwear"	Topwear
"1789	Shoes"	Shoes
"12587	Topwear"	Topwear
"5113	Topwear"	Topwear
"20499	Bags"	Bags
"12882	Shoes"	Shoes
"13829	Topwear"	Topwear
"45581	Sandal"	Sandal
"34164	Topwear"	Topwear
"56813	Topwear"	Topwear
"47002	Topwear"	Topwear
"8163	Topwear"	Topwear
"53738	Bottomwear"	Bottomwear
"2011	Topwear"	Topwear
"21013	Wallets"	Wallets
"32417	Topwear"	Topwear
"31917	Bags"	Bags
"16190	Topwear"	Topwear
"22950	Watches"	Watches
"21249	Bags"	Bags
"11469	Topwear"	Topwear
"55202	Others"	Others
"13426	Topwear"	Topwear
"41991	Topwear"	Topwear
"38207	Eyewear"	Eyewear
"36421	Sandal"	Sandal
"20057	Others"	Others
"17545	Topwear"	Topwear
"22607	Bottomwear"	Bottomwear
"8356	Topwear"	Topwear
"32628	Topwear"	Topwear
"55013	Others"	Others
"32612	Others"	Others
"10486	Topwear"	Topwear
"10738	Watches"	Watches
"28395	Eyewear"	Eyewear
"33909	Watches"	Watches
"28179	Eyewear"	Eyewear
"46901	Fragrance"	Fragrance
"27537	Topwear"	Topwear
"31061	Topwear"	Topwear
"23205	Topwear"	Topwear
"28723	Topwear"	Topwear
"47173	Sandal"	Sandal
"10741	Others"	Others
"52941	Others"	Others
"46537	Watches"	Watches
"12398	Others"	Others
"52161	Others"	Others
"5150	Topwear"	Topwear
"43924	Topwear"	Topwear
"17833	Shoes"	Shoes
"3382	Bags"	Bags
"17152	Topwear"	Topwear
"23604	Fragrance"	Fragrance
"25525	Topwear"	Topwear
"45268	Watches"	Watches
"8113	Others"	Others
"10379	Topwear"	Topwear
"17527	Wallets"	Wallets
"31833	Watches"	Watches
"42849	Bags"	Bags
"11966	Shoes"	Shoes
"37993	Others"	Others
"2219	Shoes"	Shoes
"31823	Watches"	Watches
"20267	Shoes"	Shoes
"19217	Others"	Others
"23481	Others"	Others
"3558	Shoes"	Shoes
"2139	Topwear"	Topwear
"6695	Topwear"	Topwear
"27274	Topwear"	Topwear
"13524	Topwear"	Topwear
"13250	Bottomwear"	Bottomwear
"38467	Wallets"	Wallets
"51631	Watches"	Watches
"19426	Topwear"	Topwear
"45690	Fragrance"	Fragrance
"36906	Watches"	Watches
"47268	Innerwear"	Innerwear
"9122	Shoes"	Shoes
"42859	Bags"	Bags
"12295	Topwear"	Topwear
"48178	Bags"	Bags
"14377	Shoes"	Shoes
"39294	Sandal"	Sandal
"34596	Topwear"	Topwear
"19120	Others"	Others
"33473	Others"	Others
"52149	Topwear"	Topwear
"51149	Others"	Others
"35311	Jewellery"	Jewellery
"19051	Shoes"	Shoes
"33311	Topwear"	Topwear
"25373	Innerwear"	Innerwear
"13728	Topwear"	Topwear
"5393	Shoes"	Shoes
"20584	Wallets"	Wallets
"44881	Bottomwear"	Bottomwear
"53817	Others"	Others
"56709	Topwear"	Topwear
"57649	Others"	Others
"39572	Shoes"	Shoes
"57192	Topwear"	Topwear
"7979	Topwear"	Topwear
"3663	Shoes"	Shoes
"46461	Watches"	Watches
"11388	Topwear"	Topwear
"33071	Topwear"	Topwear
"2205	Topwear"	Topwear
"56155	Makeup"	Makeup
"46830	Shoes"	Shoes
"54175	Jewellery"	Jewellery
"1981	Bottomwear"	Bottomwear
"17035	Shoes"	Shoes
"26853	Fragrance"	Fragrance
"38655	Shoes"	Shoes
"58683	Topwear"	Topwear
"33710	Shoes"	Shoes
"19085	Topwear"	Topwear
"35986	Topwear"	Topwear
"52675	Watches"	Watches
"22776	Topwear"	Topwear
"50025	Bottomwear"	Bottomwear
"38974	Topwear"	Topwear
"39398	Topwear"	Topwear
"24868	Wallets"	Wallets
"23908	Shoes"	Shoes
"27277	Topwear"	Topwear
"13983	Others"	Others
"13574	Innerwear"	Innerwear
"45025	Watches"	Watches
"6615	Topwear"	Topwear
"44384	Fragrance"	Fragrance
"50978	Innerwear"	Innerwear
"26481	Topwear"	Topwear
"3226	Shoes"	Shoes
"20889	Shoes"	Shoes
"42618	Jewellery"	Jewellery
"16042	Topwear"	Topwear
"26646	Shoes"	Shoes
"6855	Shoes"	Shoes
"59049	Shoes"	Shoes
"30646	Topwear"	Topwear
"29760	Watches"	Watches
"20115	Topwear"	Topwear
"19435	Others"	Others
"18821	Wallets"	Wallets
"58245	Wallets"	Wallets
"11838	Shoes"	Shoes
"25264	Bags"	Bags
"57746	Makeup"	Makeup
"32218	Topwear"	Topwear
"30212	Topwear"	Topwear
"17722	Topwear"	Topwear
"4488	Shoes"	Shoes
"34298	Topwear"	Topwear
"8266	Bags"	Bags
"9529	Bottomwear"	Bottomwear
"11639	Watches"	Watches
"14094	Topwear"	Topwear
"3655	Shoes"	Shoes
"56288	Innerwear"	Innerwear
"11836	Shoes"	Shoes
"15347	Topwear"	Topwear
"21389	Topwear"	Topwear
"11223	Watches"	Watches
"24324	Bags"	Bags
"52023	Topwear"	Topwear
"25104	Others"	Others
"49299	Others"	Others
"7861	Topwear"	Topwear
"56597	Others"	Others
"37224	Topwear"	Topwear
"1855	Topwear"	Topwear
"3631	Others"	Others
"31859	Watches"	Watches
"2188	Others"	Others
"55212	Others"	Others
"19282	Watches"	Watches
"33030	Topwear"	Topwear
"21019	Wallets"	Wallets
"32811	Shoes"	Shoes
"49949	Others"	Others
"48870	Jewellery"	Jewellery
"19916	Bags"	Bags
"6672	Shoes"	Shoes
"28286	Eyewear"	Eyewear
"32229	Topwear"	Topwear
"11691	Topwear"	Topwear
"45269	Watches"	Watches
"58875	Others"	Others
"1608	Bottomwear"	Bottomwear
"11441	Topwear"	Topwear
"26945	Topwear"	Topwear
"36372	Others"	Others
"31282	Topwear"	Topwear
"58978	Fragrance"	Fragrance
"6528	Topwear"	Topwear
"21723	Shoes"	Shoes
"32318	Watches"	Watches
"56146	Makeup"	Makeup
"57211	Bottomwear"	Bottomwear
"19165	Topwear"	Topwear
"37984	Topwear"	Topwear
"37153	Topwear"	Topwear
"30327	Topwear"	Topwear
"47587	Shoes"	Shoes
"25074	Others"	Others
"15885	Shoes"	Shoes
"37523	Topwear"	Topwear
"18824	Wallets"	Wallets
"31330	Shoes"	Shoes
"15761	Innerwear"	Innerwear
"54509	Bags"	Bags
"19123	Others"	Others
"22481	Topwear"	Topwear
"42960	Others"	Others
"59713	Others"	Others
"7174	Topwear"	Topwear
"6258	Topwear"	Topwear
"51770	Others"	Others
"7689	Topwear"	Topwear
"55862	Others"	Others
"21543	Bags"	Bags
"5456	Bottomwear"	Bottomwear
"49874	Watches"	Watches
"35068	Others"	Others
"4504	Shoes"	Shoes
"16883	Eyewear"	Eyewear
"6105	Topwear"	Topwear
"42139	Shoes"	Shoes
"33405	Wallets"	Wallets
"39460	Topwear"	Topwear
"56934	Shoes"	Shoes
"34168	Topwear"	Topwear
"32353	Watches"	Watches
"33699	Shoes"	Shoes
"14329	Shoes"	Shoes
"31720	Jewellery"	Jewellery
"48421	Topwear"	Topwear
"13714	Topwear"	Topwear
"42621	Jewellery"	Jewellery
"29944	Watches"	Watches
"38005	Watches"	Watches
"8465	Topwear"	Topwear
"56959	Shoes"	Shoes
"10358	Topwear"	Topwear
"19398	Topwear"	Topwear
"42644	Topwear"	Topwear
"11282	Bottomwear"	Bottomwear
"18230	Topwear"	Topwear
"11423	Topwear"	Topwear
"15894	Sandal"	Sandal
"58565	Topwear"	Topwear
"48328	Bags"	Bags
"1552	Others"	Others
"53145	Shoes"	Shoes
"24346	Bottomwear"	Bottomwear
"34548	Others"	Others
"3020	Topwear"	Topwear
"17783	Others"	Others
"32586	Bottomwear"	Bottomwear
"11785	Topwear"	Topwear
"34116	Bottomwear"	Bottomwear
"11498	Shoes"	Shoes
"30358	Topwear"	Topwear
"31645	Topwear"	Topwear
"7692	Topwear"	Topwear
"7244	Shoes"	Shoes
"54969	Others"	Others
"36694	Sandal"	Sandal
"14363	Shoes"	Shoes
"53905	Bags"	Bags
"57794	Others"	Others
"17757	Shoes"	Shoes
"23576	Fragrance"	Fragrance
"52816	Watches"	Watches
"19504	Others"	Others
"49623	Shoes"	Shoes
"18925	Topwear"	Topwear
"47215	Sandal"	Sandal
"10280	Shoes"	Shoes
"31253	Topwear"	Topwear
"16063	Bottomwear"	Bottomwear
"42691	Shoes"	Shoes
"13450	Topwear"	Topwear
"8993	Shoes"	Shoes
"49080	Others"	Others
"49049	Jewellery"	Jewellery
"12712	Shoes"	Shoes
"12053	Topwear"	Topwear
"9421	Topwear"	Topwear
"19767	Watches"	Watches
"38382	Others"	Others
"16554	Topwear"	Topwear
"19578	Topwear"	Topwear
"21650	Innerwear"	Innerwear
"15063	Shoes"	Shoes
"43387	Wallets"	Wallets
"31867	Watches"	Watches
"14039	Topwear"	Topwear
"23056	Topwear"	Topwear
"3081	Topwear"	Topwear
"39218	Topwear"	Topwear
"25633	Watches"	Watches
"13501	Topwear"	Topwear
"11853	Others"	Others
"26525	Shoes"	Shoes
"28298	Eyewear"	Eyewear
"27516	Innerwear"	Innerwear
"47265	Innerwear"	Innerwear
"55597	Topwear"	Topwear
"7392	Shoes"	Shoes
"23166	Topwear"	Topwear
"8277	Topwear"	Topwear
"16282	Topwear"	Topwear
"6225	Topwear"	Topwear
"18775	Others"	Others
"12727	Topwear"	Topwear
"59225	Watches"	Watches
"44186	Fragrance"	Fragrance
"24155	Topwear"	Topwear
"3916	Topwear"	Topwear
"56504	Others"	Others
"32026	Others"	Others
"12475	Sandal"	Sandal
"4918	Topwear"	Topwear
"34120	Sandal"	Sandal
"35537	Sandal"	Sandal
"40579	Topwear"	Topwear
"39276	Shoes"	Shoes
"41026	Others"	Others
"17895	Innerwear"	Innerwear
"8215	Shoes"	Shoes
"20373	Bottomwear"	Bottomwear
"34079	Shoes"	Shoes
"9829	Topwear"	Topwear
"54083	Topwear"	Topwear
"3519	Topwear"	Topwear
"5766	Bottomwear"	Bottomwear
"55528	Makeup"	Makeup
"28160	Eyewear"	Eyewear
"21165	Topwear"	Topwear
"12510	Shoes"	Shoes
"48213	Eyewear"	Eyewear
"4873	Topwear"	Topwear
"18695	Innerwear"	Innerwear
"20366	Topwear"	Topwear
"42290	Bottomwear"	Bottomwear
"33981	Bottomwear"	Bottomwear
"50588	Innerwear"	Innerwear
"4907	Topwear"	Topwear
"14114	Bottomwear"	Bottomwear
"4850	Topwear"	Topwear
"58016	Jewellery"	Jewellery
"27407	Bottomwear"	Bottomwear
"12423	Shoes"	Shoes
"54390	Wallets"	Wallets
"15206	Topwear"	Topwear
"12348	Bags"	Bags
"40163	Eyewear"	Eyewear
"59091	Innerwear"	Innerwear
"33902	Watches"	Watches
"5461	Shoes"	Shoes
"17584	Others"	Others
"56432	Others"	Others
"3538	Topwear"	Topwear
"46805	Shoes"	Shoes
"51570	Watches"	Watches
"48698	Jewellery"	Jewellery
"23311	Topwear"	Topwear
"7544	Bottomwear"	Bottomwear
"21024	Topwear"	Topwear
"22222	Topwear"	Topwear
"6751	Shoes"	Shoes
"18613	Topwear"	Topwear
"24495	Topwear"	Topwear
"41508	Others"	Others
"32196	Topwear"	Topwear
"2740	Topwear"	Topwear
"11207	Watches"	Watches
"54666	Watches"	Watches
"6216	Topwear"	Topwear
"32520	Sandal"	Sandal
"36470	Topwear"	Topwear
"19620	Topwear"	Topwear
"16608	Topwear"	Topwear
"1526	Bags"	Bags
"15862	Sandal"	Sandal
"28887	Innerwear"	Innerwear
